name,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price
Hyundai Creta 1.6 VTVT S,2015,25000,Petrol,Individual,Manual,First Owner,11,1378232,850000
Audi A6 2.8 FSI,2008,70000,Petrol,Individual,Automatic,Third Owner,14,1378695,650000
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,14,1379910,760000
Mahindra TUV 300 T8 AMT,2016,60000,Diesel,Individual,Automatic,Second Owner,13,1380528,730000
Ford Aspire Titanium Plus Diesel BSIV,2019,15000,Diesel,Individual,Manual,First Owner,15,1382683,675000
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,53652,Diesel,Dealer,Manual,First Owner,14.53,1382830,851000
Mahindra TUV 300 mHAWK100 T8,2017,60000,Diesel,Individual,Manual,First Owner,15,1383687,800000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,15,1384465,1300000
Ford Freestyle Titanium,2020,1010,Petrol,Dealer,Manual,Test Drive Car,9,1385332,811999
Mahindra Bolero Power Plus SLX,2018,25000,Diesel,Individual,Manual,First Owner,13.74,1386687,900000
Maruti Ertiga SHVS ZDI,2016,58000,Diesel,Dealer,Manual,First Owner,9,1386817,825000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,14.58,1388138,930000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,173000,Diesel,Individual,Manual,Third Owner,13,1388582,894999
Toyota Camry M/t,2008,75000,Petrol,Individual,Manual,Second Owner,13,1388692,650000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,18054,Petrol,Dealer,Manual,First Owner,11.81,1391921,750000
Mercedes-Benz E-Class E250 CDI Elegance,2011,49600,Diesel,Dealer,Automatic,First Owner,13.25,1393502,999000
Mahindra XUV500 W6 2WD,2015,55000,Diesel,Individual,Manual,First Owner,9,1395477,850000
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,14,1395671,760000
Ford Freestyle Titanium Diesel,2020,101,Diesel,Dealer,Manual,Test Drive Car,10,1401955,784000
Volkswagen Jetta 2.0L TDI Highline,2015,52517,Diesel,Dealer,Manual,First Owner,9.6,1404803,790000
Maruti Ciaz 1.4 Alpha,2018,20000,Petrol,Individual,Manual,First Owner,10.66,1405276,925000
Mahindra Scorpio VLX 2WD BSIV,2014,58000,Diesel,Dealer,Manual,Second Owner,12,1406412,782000
Honda BR-V i-DTEC VX MT,2017,24000,Diesel,Dealer,Manual,First Owner,15,1409278,950000
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,Diesel,Individual,Automatic,Third Owner,10,1410297,1200000
Honda Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,13,1411564,790000
BMW X1 sDrive20d,2012,120000,Diesel,Individual,Automatic,Second Owner,12,1414569,700000
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,14,1415017,760000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,200000,Diesel,Individual,Manual,First Owner,14.31,1416115,700000
Hyundai Verna CRDi 1.6 AT SX Option,2018,30000,Diesel,Individual,Automatic,First Owner,10,1417176,1100000
Hyundai Creta 1.4 CRDi S,2016,60000,Diesel,Individual,Manual,First Owner,12,1427632,780000
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,120000,Diesel,Individual,Manual,Second Owner,14.92,1428102,819999
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,146000,Diesel,Dealer,Manual,First Owner,11.96,1431203,990000
Mahindra XUV500 W8 2WD,2014,100000,Diesel,Individual,Manual,Second Owner,12.5,1433603,750000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,Diesel,Individual,Automatic,First Owner,9,1435445,950000
Mahindra Bolero Power Plus SLX,2019,35000,Diesel,Individual,Manual,First Owner,12,1436127,860000
Honda Amaze VX Diesel BSIV,2018,25000,Diesel,Dealer,Manual,First Owner,10.94,1437554,780000
Hyundai Elantra SX,2015,48000,Petrol,Dealer,Manual,First Owner,13,1439009,700000
Hyundai Creta 1.6 CRDi SX,2015,58692,Diesel,Trustmark Dealer,Manual,First Owner,11,1439420,850000
Hyundai Creta 1.4 CRDi S Plus,2016,90000,Diesel,Individual,Manual,Second Owner,11.65,1441915,950000
Ford Ecosport Sports Petrol,2020,1000,Petrol,Individual,Manual,First Owner,10,1442683,1100000
Mahindra Bolero Power Plus SLX,2018,40890,Diesel,Dealer,Manual,First Owner,10.62,1444658,790000
Maruti Swift Dzire ZDI,2015,135000,Diesel,Individual,Manual,First Owner,13.46,1445056,800000
Toyota Innova 2.5 V Diesel 7-seater,2011,110000,Diesel,Individual,Manual,Third Owner,14.62,1446144,725000
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,101000,Diesel,Individual,Manual,Second Owner,13,1448140,1000000
Hyundai Creta 1.6 CRDi SX Plus,2015,84000,Diesel,Dealer,Manual,First Owner,12.2,1448204,850000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,10,1450624,1300000
Maruti Ertiga SHVS ZDI,2017,64000,Diesel,Dealer,Manual,First Owner,14.99,1451817,880000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,49213,Diesel,Dealer,Manual,First Owner,11.16,1453685,840000
Renault Duster 110PS Diesel RxZ,2017,50000,Diesel,Individual,Manual,First Owner,10.55,1454485,800000
Hyundai Verna CRDi 1.6 SX Option,2019,100000,Diesel,Individual,Manual,First Owner,10.28,1454796,1100000
Toyota Innova 2.5 G1 BSIV,2012,80000,Diesel,Individual,Manual,First Owner,9,1455856,950000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,70000,Diesel,Individual,Manual,Second Owner,15,1456696,775000
Maruti Swift Dzire ZDI,2018,50000,Diesel,Individual,Manual,First Owner,14.56,1457043,750000
Toyota Innova Crysta 2.4 VX MT BSIV,2017,70000,Diesel,Individual,Manual,First Owner,10.37,1457909,1300000
Volkswagen Polo GTI,2017,20000,Petrol,Dealer,Automatic,Second Owner,13,1461009,850000
Honda Amaze V CVT Petrol BSIV,2018,26000,Petrol,Dealer,Automatic,First Owner,14.39,1461077,725000
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,19000,Petrol,Individual,Manual,First Owner,13.64,1464451,800000
Hyundai Verna 1.6 CRDi SX,2015,80000,Diesel,Individual,Manual,Second Owner,12,1465842,765000
Hyundai Creta 1.4 EX Diesel,2020,10000,Diesel,Individual,Manual,First Owner,11.97,1467930,1050000
Maruti Ciaz Zeta BSIV,2019,11000,Petrol,Individual,Manual,First Owner,14,1469260,925000
Hyundai Grand i10 1.2 CRDi Asta,2019,8000,Diesel,Individual,Manual,First Owner,9,1469353,755000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,14,1473048,750000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,10,1473068,750000
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,8000,Petrol,Individual,Automatic,First Owner,11,1475470,738000
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,15000,Petrol,Individual,Automatic,First Owner,11.7,1476333,900000
Volkswagen Polo GTI,2017,13599,Petrol,Dealer,Automatic,First Owner,13,1476507,825000
Volkswagen Polo GTI,2017,13599,Petrol,Dealer,Automatic,First Owner,11,1477184,825000
Mahindra XUV500 W10 2WD,2018,20000,Diesel,Individual,Manual,First Owner,9.91,1479590,1400000
Mahindra Bolero 2011-2019 SLX,2019,24000,Diesel,Individual,Manual,First Owner,14,1480856,800000
Ford Ecosport 1.5 DV5 MT Trend,2018,37161,Diesel,Dealer,Manual,First Owner,14.05,1480909,800000
Hyundai Verna CRDi 1.6 SX Option,2018,26430,Diesel,Dealer,Manual,First Owner,15,1483258,1150000
Maruti Ertiga ZXI AT Petrol,2019,11000,Petrol,Individual,Automatic,First Owner,9,1484351,950000
Mahindra XUV500 W8 4WD,2015,53000,Diesel,Dealer,Manual,First Owner,12,1491367,750000
Hyundai Creta 1.6 SX Automatic,2017,23000,Petrol,Dealer,Automatic,First Owner,11.85,1492160,1035000
Maruti Vitara Brezza ZDi Plus AMT,2018,4500,Diesel,Dealer,Automatic,First Owner,10,1495632,975000
Nissan Terrano XV Premium 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,12,1497534,750000
Hyundai Elite i20 Diesel Asta Option,2018,42000,Diesel,Individual,Manual,First Owner,10,1497618,815000
Mahindra TUV 300 Plus P4,2018,30000,Diesel,Individual,Manual,Second Owner,13,1498946,850000
Maruti Ertiga SHVS VDI,2016,70000,Diesel,Individual,Manual,Second Owner,13.3,1503137,800000
Hyundai Verna 1.6 CRDI SX Option,2017,40000,Diesel,Individual,Manual,First Owner,12,1504858,1200000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,15,1506402,750000
Mahindra Bolero Power Plus ZLX,2017,29000,Diesel,Individual,Manual,First Owner,11.3,1506664,750000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,12000,Diesel,Individual,Manual,First Owner,9,1507061,930000
Ford Freestyle Titanium Plus,2020,1010,Petrol,Dealer,Manual,Test Drive Car,14,1508702,852000
Hyundai Creta 1.6 CRDi SX Plus,2018,30000,Diesel,Individual,Manual,First Owner,9.77,1510535,1250000
Hyundai Creta 1.6 VTVT S,2015,25000,Petrol,Individual,,First Owner,12,1511680,850000
Mahindra XUV500 W11 Option AWD,2020,25000,Diesel,Dealer,Manual,First Owner,13.95,1513154,1400000
Maruti Ertiga SHVS VDI,2017,24000,Diesel,Individual,Manual,First Owner,12,1513227,785000
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,10.21,1513278,760000
Skoda Octavia Elegance 2.0 TDI AT,2013,49000,Diesel,Dealer,Automatic,Second Owner,10,1517225,900000
Mercedes-Benz New C-Class 200 CDI Classic,2007,101849,Diesel,Dealer,Manual,Second Owner,10,1518917,699000
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,11.06,1522466,760000
Maruti Swift Dzire ZDI,2016,69000,Diesel,Individual,Manual,First Owner,13,1522651,750000
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1010,Petrol,Dealer,Manual,Test Drive Car,14,1523588,1119000
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,145000,Diesel,Individual,Manual,Second Owner,15,1524058,750000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,12.47,1524868,750000
Audi A4 1.8 TFSI,2012,60000,Petrol,Individual,Automatic,Third Owner,14.73,1528920,1200000
Mahindra XUV500 W5 BSIV,2018,35000,Diesel,Individual,Manual,First Owner,14.62,1531143,1050000
Mahindra Scorpio S6 Plus 7 Seater,2015,52000,Diesel,Dealer,Manual,First Owner,11.46,1533773,890000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,12.38,1537053,930000
BMW 5 Series 525d Sedan,2009,45000,Diesel,Individual,Automatic,Third Owner,9,1539043,1200000
Toyota Innova Crysta 2.4 VX MT BSIV,2018,50000,Diesel,Individual,Manual,First Owner,9.96,1539213,1500000
Volkswagen Polo GT 1.0 TSI,2019,24000,Petrol,Individual,Automatic,First Owner,11.22,1544415,950000
Honda City i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,9,1546870,1000000
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,12,1548526,760000
Honda Amaze VX Diesel BSIV,2018,32114,Diesel,Dealer,Manual,First Owner,14,1550639,780000
Mahindra Thar CRDe,2018,20000,Diesel,Individual,Manual,First Owner,15,1550672,950000
Ford Endeavour 3.0L 4X4 AT,2013,98000,Diesel,Dealer,Automatic,First Owner,13.62,1551326,900000
Audi Q3 2.0 TDI Quattro Premium Plus,2014,110000,Diesel,Individual,Automatic,Second Owner,12,1555120,1150000
Toyota Yaris G,2018,19107,Petrol,Trustmark Dealer,Manual,First Owner,9.12,1555499,850000
Maruti S-Cross Alpha DDiS 200 SH,2018,30000,Diesel,Individual,Manual,First Owner,14.42,1558403,950000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,35000,Petrol,Individual,Manual,First Owner,12,1558818,775000
Renault Captur 1.5 Diesel RXT Mono,2018,40000,Diesel,Individual,Manual,First Owner,13,1562004,1000000
Mahindra XUV500 W6 2WD,2013,85710,Diesel,Dealer,Manual,First Owner,12.42,1563116,850000
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,27620,Diesel,Dealer,Manual,First Owner,12.9,1565591,950000
Volkswagen Polo 1.0 TSI Highline Plus,2020,5000,Petrol,Individual,Manual,First Owner,13.26,1565691,802000
Mahindra XUV500 W8 2WD,2013,85036,Diesel,Dealer,Manual,Second Owner,11.85,1567647,900000
Hyundai Creta 1.6 CRDi SX,2016,90000,Diesel,Individual,Manual,First Owner,14,1570642,927999
Maruti Ertiga SHVS ZDI Plus,2017,60000,Diesel,Individual,Manual,Second Owner,14.37,1571481,1000000
Maruti Vitara Brezza ZDi Plus,2018,10000,Diesel,Individual,Manual,First Owner,9,1571664,850000
Honda WR-V i-VTEC VX,2018,1440,Petrol,Individual,Manual,First Owner,11,1572067,875000
Toyota Fortuner 4x4 MT,2015,120000,Diesel,Individual,Manual,First Owner,10,1573233,1400000
Hyundai Creta 1.6 SX Option,2017,9000,Petrol,Dealer,Manual,First Owner,14,1574072,1025000
Honda City VX CVT,2015,58000,Petrol,Dealer,Automatic,First Owner,12,1575253,850000
Mahindra XUV300 W8 Option Diesel BSIV,2019,10000,Diesel,Individual,Manual,First Owner,12,1576445,1000000
Volkswagen Jetta 2.0L TDI Comfortline,2014,52000,Diesel,Dealer,Manual,Second Owner,12,1576597,850000
Mahindra XUV300 W8 Option,2019,15000,Petrol,Dealer,Manual,First Owner,13,1576950,1150000
Renault Captur 1.5 Diesel RXT,2017,13500,Diesel,Individual,Manual,First Owner,10,1577432,825000
Mahindra Bolero Power Plus SLX,2019,15000,Diesel,Individual,Manual,First Owner,11.48,1580059,800000
Mitsubishi Montero 3.2 MT,2007,180000,Diesel,Individual,Manual,First Owner,12,1580496,750000
Honda BR-V i-DTEC VX MT,2018,42000,Diesel,Individual,Manual,First Owner,9.8,1584728,1040000
Hyundai Verna CRDi 1.6 SX Option,2018,26430,Diesel,Dealer,Manual,First Owner,15,1584961,1150000
Maruti Ciaz Sigma BSIV,2018,20000,Petrol,Individual,Manual,First Owner,15,1586315,800000
Hyundai Verna CRDi 1.6 SX,2017,50000,Diesel,Individual,Manual,First Owner,10,1587143,900000
Maruti Swift Dzire VDI,2018,25000,Diesel,Individual,Manual,First Owner,13.1,1590864,800000
Maruti Ciaz 1.4 AT Zeta,2019,15000,Petrol,Dealer,Automatic,First Owner,12,1591751,869999
Hyundai Creta 1.6 CRDi SX,2015,54784,Diesel,Trustmark Dealer,Manual,First Owner,12,1592839,900000
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,50000,Diesel,Individual,Manual,First Owner,12,1596455,850000
Honda City i-VTEC ZX,2018,29600,Petrol,Dealer,Manual,First Owner,10.29,1598602,1200000
Maruti Ertiga VDI,2019,50000,Diesel,Individual,Manual,First Owner,9.97,1600880,925000
Hyundai i20 1.4 Asta Option,2018,40000,Diesel,Individual,Manual,First Owner,11,1602106,830000
Hyundai Creta 1.6 E Plus,2018,12500,Petrol,Individual,Manual,First Owner,12,1602188,850000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,Diesel,Individual,Automatic,First Owner,9,1602371,950000
Toyota Etios 1.4 VXD,2017,70000,Diesel,Individual,Manual,First Owner,13,1602641,780000
Mahindra Xylo H4 ABS,2016,40000,Diesel,Individual,Manual,First Owner,12,1602956,850000
BMW 3 Series 320d Sport,2013,40000,Diesel,Dealer,Automatic,First Owner,12.16,1607795,1490000
Maruti Ertiga VXI Petrol,2018,50000,Petrol,Individual,Manual,First Owner,15,1610653,800000
Fiat Linea T Jet Emotion,2018,1136,Petrol,Dealer,Manual,First Owner,12,1612542,890000
Hyundai Verna VTVT 1.6 AT SX Option,2018,41395,Petrol,Individual,Automatic,First Owner,12.21,1612546,950000
Mahindra XUV500 W7 BSIV,2019,10000,Diesel,Individual,Manual,First Owner,10,1614503,1400000
Hyundai Creta 1.6 VTVT S,2015,25000,Petrol,Individual,Manual,First Owner,15,1615367,850000
Jeep Compass 1.4 Sport Plus BSIV,2019,10000,Petrol,Individual,Manual,First Owner,12,1617852,1400000
Isuzu D-Max V-Cross Standard,2018,40000,Diesel,Individual,Manual,First Owner,13.33,1620041,1500000
Volkswagen Jetta 2.0L TDI Comfortline,2014,52000,Diesel,Dealer,Manual,Second Owner,11,1632779,850000
Mahindra XUV500 AT W10 FWD,2015,60000,Diesel,Dealer,Automatic,First Owner,15,1635223,1250000
Mahindra TUV 300 T6 Plus,2018,20000,Diesel,Individual,Manual,First Owner,11.67,1635684,800000
Toyota Innova Crysta 2.4 ZX MT,2017,91195,Diesel,Dealer,Manual,First Owner,14,1635765,1330000
Tata Nexon 1.5 Revotorq XM,2019,25000,Diesel,Individual,Manual,First Owner,12,1636880,800000
Hyundai Santa Fe 4WD AT,2014,80000,Diesel,Individual,Automatic,First Owner,13,1637205,1000000
Ford Fiesta 1.5 TDCi Ambiente,2014,20000,Diesel,Individual,Manual,First Owner,14.82,1637781,800000
Maruti Ciaz 1.4 Alpha,2018,22000,Petrol,Individual,Manual,First Owner,9,1640172,925000
BMW 7 Series 730Ld,2006,30000,Diesel,Dealer,Automatic,First Owner,10.02,1642213,1050000
Mahindra Scorpio S11 BSIV,2018,25000,Diesel,Individual,Manual,First Owner,12,1643130,1380000
Maruti Ertiga SHVS VDI,2016,70000,Diesel,Individual,Manual,Second Owner,13,1643717,800000
Mahindra Scorpio BSIV,2019,10000,Diesel,Individual,Manual,First Owner,10,1643946,1000000
Hyundai Creta 1.4 CRDi Base,2016,80000,Diesel,Individual,Manual,First Owner,14,1644378,900000
Mahindra Scorpio S2 9 Seater,2015,70000,Diesel,Individual,Manual,First Owner,14,1645596,830000
Mahindra XUV500 W6 2WD,2016,47000,Diesel,Individual,Manual,First Owner,15,1646904,900000
Renault Captur 1.5 Diesel RXT,2017,13500,Diesel,Individual,Manual,First Owner,15,1647066,825000
Mahindra Scorpio 1.99 S10,2016,70000,Diesel,Individual,Manual,First Owner,14,1647303,1025000
Maruti Ertiga SHVS ZDI Plus,2017,35000,Diesel,Dealer,Manual,First Owner,11,1647415,940000
Mahindra Thar CRDe ABS,2019,15000,Diesel,Individual,Manual,First Owner,15,1647871,900000
Kia Seltos HTK Plus AT D,2019,10000,Diesel,Individual,Automatic,First Owner,14,1650669,1300000
Maruti Baleno Alpha CVT,2018,11212,Petrol,Trustmark Dealer,Automatic,First Owner,13.69,1651847,825000
Mercedes-Benz E-Class E 200 CGI Elegance,2010,119000,Petrol,Dealer,Automatic,First Owner,11,1653077,850000
Honda City i-VTEC CVT ZX,2018,22000,Petrol,Dealer,Automatic,First Owner,10,1654698,1225000
Volkswagen Polo GTI,2017,20000,Petrol,Dealer,Automatic,Second Owner,15,1659285,850000
Nissan Terrano XL Plus ICC WT20 SE,2016,60000,Diesel,Individual,Manual,First Owner,14,1660175,1000000
Mahindra XUV500 W6 1.99 mHawk,2016,40000,Diesel,Individual,Manual,First Owner,14,1660537,1000000
Maruti S-Cross Zeta DDiS 200 SH,2018,20000,Diesel,Individual,Manual,First Owner,12,1660816,1015000
Mahindra Bolero Power Plus SLX,2019,35000,Diesel,Individual,Manual,First Owner,10.68,1664684,860000
Hyundai Elite i20 Diesel Asta Option,2019,40000,Diesel,Individual,Manual,First Owner,14,1665785,819999
Tata Hexa XM,2018,17000,Diesel,Individual,Manual,First Owner,10.73,1666119,1280000
Hyundai Verna 1.6 CRDI SX Option,2018,30000,Diesel,Dealer,Manual,Second Owner,13,1672495,860000
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,120000,Diesel,Individual,Manual,First Owner,15,1677609,825000
Mahindra Scorpio 1.99 S6 Plus,2016,35000,Diesel,Individual,Manual,First Owner,14,1680240,900000
Hyundai Creta 1.6 CRDi SX Option,2016,90000,Diesel,Individual,Manual,First Owner,10,1682843,865000
Volkswagen Jetta 1.4 TSI Comfortline,2017,60800,Petrol,Individual,Manual,First Owner,14,1684800,936999
Hyundai Verna CRDi 1.6 AT EX,2018,25000,Diesel,Individual,Automatic,Second Owner,9,1689932,1100000
Honda Jazz 1.2 VX i VTEC,2018,9700,Petrol,Dealer,Manual,First Owner,12.59,1692113,836000
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,Petrol,Dealer,Automatic,First Owner,9.07,1693653,1475000
Toyota Fortuner 3.0 Diesel,2010,180000,Diesel,Individual,Manual,First Owner,13,1693835,1000000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20000,Diesel,Individual,Manual,First Owner,12.43,1696033,930000
Hyundai Creta 1.6 CRDi AT SX Plus,2016,74000,Diesel,Individual,Automatic,First Owner,9.49,1697445,875000
Mahindra Scorpio 1.99 S10,2014,50000,Diesel,Individual,Manual,First Owner,13,1698072,1050000
Tata Hexa XTA,2018,34000,Diesel,Individual,Automatic,First Owner,10.62,1698856,1350000
Tata Hexa XM,2017,30000,Diesel,Individual,Manual,First Owner,12,1700877,969999
Honda BR-V i-DTEC VX MT,2016,24000,Diesel,Dealer,Manual,First Owner,13,1701439,1249000
Hyundai Creta 1.6 CRDi SX Plus,2016,60000,Diesel,Individual,Manual,Third Owner,14.38,1701886,1249000
Toyota Corolla Altis 1.8 GL,2019,20000,Petrol,Individual,Manual,First Owner,14,1709547,1500000
Skoda Rapid 1.5 TDI AT Style BSIV,2017,82080,Diesel,Individual,Automatic,First Owner,15,1715116,860000
Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,12,1717794,1200000
Mahindra Marazzo M8 8Str,2018,10000,Diesel,Individual,Manual,First Owner,13,1720212,1300000
Mahindra XUV500 AT W8 FWD,2017,70000,Diesel,Individual,Automatic,First Owner,9.35,1721060,1230000
Honda City i-VTEC ZX,2018,29600,Petrol,Dealer,Manual,First Owner,9.11,1723923,1200000
Tata Nexon 1.5 Revotorq XZ,2017,26766,Diesel,Dealer,Manual,First Owner,13,1724384,925000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,17000,Diesel,Individual,Manual,First Owner,14.15,1725151,950000
Maruti S-Cross Zeta DDiS 200 SH,2018,50000,Diesel,Individual,Manual,First Owner,13,1734941,850000
Maruti Alto 800 LXI,2013,60000,Petrol,Individual,Manual,Second Owner,12.59,1735572,900000
Honda City V MT,2018,14500,Petrol,Dealer,Manual,First Owner,14,1736704,930000
Ford Endeavour 3.0L 4X4 AT,2011,90000,Diesel,Individual,Automatic,Second Owner,13.87,1737185,1000000
Hyundai Creta 1.6 CRDi SX Option,2015,90000,Diesel,Individual,Manual,Second Owner,14.44,1749758,1025000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,14,1750253,1300000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,120000,Diesel,Individual,Manual,First Owner,10,1754908,1010000
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,40219,Diesel,Dealer,Automatic,First Owner,15,1755093,890000
Hyundai Verna CRDi 1.6 EX,2018,25000,Diesel,Individual,Manual,First Owner,12,1757569,900000
Toyota Fortuner 4x4 MT,2014,110000,Diesel,Individual,Manual,First Owner,14,1758893,1000000
Toyota Innova 2.5 G1 BSIV,2012,80000,Diesel,Individual,Manual,First Owner,13,1763974,950000
Hyundai Verna CRDi 1.6 SX Option,2018,26430,Diesel,Dealer,Manual,First Owner,9,1764040,1150000
Maruti Ertiga ZDI Plus,2019,30000,Diesel,Individual,Manual,First Owner,9,1775339,1100000
Maruti Ertiga SHVS VDI,2017,60000,Diesel,Individual,Manual,Second Owner,13,1777670,890000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,70000,Diesel,Individual,Manual,First Owner,11,1779011,1050000
Honda BR-V i-VTEC VX MT,2017,36000,Petrol,Dealer,Manual,First Owner,15,1782259,1068000
Toyota Innova Crysta 2.4 G MT BSIV,2016,70000,Diesel,Individual,Manual,First Owner,15,1783512,1300000
Ford Ecosport 1.5 Diesel Titanium Plus,2019,6590,Diesel,Dealer,Manual,First Owner,13.08,1783888,1250000
Toyota Corolla Altis G AT,2016,50000,,Individual,Automatic,First Owner,11,1794249,900000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,65000,Diesel,Individual,Manual,First Owner,10,1797707,1125000
Maruti S-Cross Alpha DDiS 200 SH,2017,30000,Diesel,Individual,Manual,First Owner,11.42,1797715,1000000
Honda City i-VTEC CVT ZX,2018,13000,Petrol,Dealer,Automatic,Test Drive Car,13.78,1798225,1165000
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,53000,Diesel,Dealer,Automatic,First Owner,11,1802024,1150000
Toyota Innova Crysta 2.4 VX MT BSIV,2017,25000,Diesel,Individual,Manual,First Owner,9,1808730,1770000
Audi Q5 2.0 TDI,2012,90000,Diesel,Individual,Automatic,Second Owner,11.13,1810022,1350000
Mercedes-Benz E-Class 280 CDI,2007,76731,Diesel,Dealer,Automatic,First Owner,11.12,1812870,900000
BMW 7 Series 730Ld,2011,100000,Diesel,Individual,Automatic,Second Owner,9,1812903,1700000
Mitsubishi Pajero Sport 4X4,2012,167870,Diesel,Dealer,Manual,Second Owner,13,1814650,1025000
Hyundai Verna 1.6 CRDi AT SX,2017,31000,Diesel,Dealer,Automatic,First Owner,10.14,1815741,1050000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1010,Diesel,Dealer,Manual,Test Drive Car,15,1828100,1334000
Tata Safari Storme VX Varicor 400,2018,15000,Diesel,Individual,Manual,First Owner,14,1828387,1085000
Toyota Innova 2.5 GX 7 STR BSIV,2012,80000,Diesel,Individual,Manual,Second Owner,11.72,1832142,1000000
Mahindra XUV500 W7,2018,58000,Diesel,Individual,Manual,First Owner,12.61,1835896,1150000
Hyundai Verna CRDi 1.6 SX,2017,50000,Diesel,Individual,Manual,First Owner,12,1836556,900000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,14.93,1841188,1300000
Mahindra Scorpio S5 BSIV,2020,11000,Diesel,Individual,Manual,First Owner,15,1856390,1200000
Ford Ecosport 1.5 Petrol Titanium Plus,2019,5166,Petrol,Dealer,Manual,Test Drive Car,10.66,1856624,1100000
Toyota Innova 2.5 V Diesel 7-seater,2011,160000,Diesel,Individual,Manual,Second Owner,9,1862432,1075000
Tata Hexa XT,2017,16400,Diesel,Individual,Manual,First Owner,13.65,1867034,1200000
Hyundai Creta 1.6 CRDi SX Option,2018,20694,Diesel,Dealer,Manual,First Owner,14.05,1873173,1490000
Honda WR-V i-DTEC VX,2019,13000,Diesel,Dealer,Manual,First Owner,14,1875747,1240000
Toyota Innova Crysta 2.4 VX MT BSIV,2017,25000,Diesel,Individual,Manual,First Owner,9.57,1882504,1770000
Hyundai Venue SX Opt Diesel,2019,5000,Diesel,Dealer,Manual,First Owner,11,1883082,1195000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,80000,Diesel,Individual,Manual,Third Owner,10,1887150,950000
Mercedes-Benz E-Class E250 Edition E,2013,81000,Diesel,Dealer,Automatic,First Owner,12,1896699,1451000
